Education;Income;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Age;Customer_for;Spent;Dependents;Partner;TotalAcceptedCmp;TotalPurchases
Graduate;32303.0;63;35.0;0.0;2.0;0.0;0.0;2.0;2;1;0;4;5;0;0;0;0;0;0;0;44;4;39.0;1;0;0;5
Undergraduate;61286.0;34;356.0;0.0;107.0;19.0;9.0;117.0;2;7;1;8;5;0;0;0;0;0;0;0;48;22;608.0;1;1;0;16
Undergraduate;74068.0;14;783.0;30.0;537.0;140.0;76.0;15.0;1;4;10;9;2;0;0;0;0;0;0;0;38;20;1581.0;0;1;0;23
Graduate;45759.0;13;42.0;1.0;18.0;3.0;0.0;4.0;2;2;0;3;7;0;0;0;0;0;0;0;50;21;68.0;2;1;0;5
Basic;24882.0;52;1.0;4.0;10.0;29.0;0.0;36.0;1;1;1;2;6;1;0;0;0;0;0;0;36;27;80.0;1;1;1;4
Graduate;66973.0;98;466.0;22.0;432.0;147.0;113.0;102.0;1;8;7;12;3;0;0;0;0;0;0;0;25;18;1282.0;0;1;0;27
Undergraduate;36640.0;99;15.0;6.0;8.0;7.0;4.0;25.0;1;2;1;2;5;0;0;0;0;0;1;0;114;14;65.0;1;0;0;5
Undergraduate;38872.0;93;23.0;3.0;21.0;3.0;19.0;22.0;2;3;0;3;8;0;0;0;0;0;0;0;26;18;91.0;1;1;0;6
Undergraduate;51148.0;38;235.0;6.0;45.0;8.0;9.0;12.0;4;5;1;6;6;0;0;0;0;0;0;0;41;21;315.0;2;1;0;12
Undergraduate;31353.0;24;10.0;0.0;10.0;3.0;1.0;7.0;2;1;1;2;8;0;0;0;0;0;0;0;37;11;31.0;2;1;0;4
Graduate;69661.0;80;656.0;16.0;106.0;32.0;16.0;8.0;1;7;3;12;3;0;0;0;0;0;0;0;34;6;834.0;0;1;0;22
Undergraduate;80067.0;82;519.0;17.0;813.0;27.0;173.0;51.0;1;4;6;6;2;0;0;1;0;0;0;0;60;14;1600.0;0;1;1;16
Undergraduate;86718.0;20;344.0;189.0;482.0;50.0;33.0;172.0;1;5;6;5;2;0;0;0;0;0;0;0;60;22;1270.0;0;1;0;16
Graduate;46854.0;81;96.0;1.0;79.0;7.0;1.0;79.0;6;5;1;3;8;1;0;0;0;0;0;1;41;8;263.0;2;0;1;9
Undergraduate;69142.0;50;448.0;4.0;34.0;6.0;4.0;39.0;3;8;1;7;5;0;1;0;0;0;0;0;62;5;535.0;1;0;1;16
Undergraduate;75922.0;60;265.0;138.0;553.0;224.0;23.0;92.0;1;4;4;9;1;0;0;0;0;0;0;0;46;15;1295.0;0;0;0;17
Undergraduate;63693.0;63;587.0;43.0;337.0;42.0;87.0;54.0;3;11;6;9;6;0;0;0;0;0;0;0;36;13;1150.0;1;0;0;26
Graduate;102160.0;54;763.0;29.0;138.0;76.0;176.0;58.0;0;7;9;10;4;0;1;1;1;0;0;1;37;34;1240.0;0;1;3;26
Graduate;40637.0;72;22.0;0.0;13.0;0.0;0.0;3.0;2;1;0;3;7;0;0;0;0;0;0;0;49;16;38.0;2;0;0;4
Graduate;18890.0;5;6.0;4.0;1.0;7.0;2.0;15.0;1;0;1;2;6;1;0;0;0;0;0;1;30;26;35.0;0;0;1;3
Undergraduate;29604.0;88;7.0;6.0;13.0;7.0;6.0;14.0;1;1;0;3;9;1;0;0;0;0;0;0;26;16;53.0;1;1;1;4
Graduate;48721.0;50;81.0;18.0;113.0;47.0;13.0;21.0;6;4;2;5;6;0;0;0;0;0;0;0;51;19;293.0;2;0;0;11
Undergraduate;44794.0;99;54.0;0.0;7.0;0.0;0.0;4.0;1;2;0;3;6;0;0;0;0;0;0;0;48;4;65.0;1;1;0;5
Undergraduate;64497.0;17;1170.0;48.0;320.0;42.0;32.0;192.0;5;11;4;9;8;1;0;0;0;0;0;1;60;26;1804.0;1;0;1;24
Undergraduate;46097.0;11;72.0;24.0;68.0;65.0;4.0;8.0;5;3;1;6;4;0;0;0;0;0;0;0;58;20;241.0;1;1;0;10
Undergraduate;77972.0;18;613.0;22.0;319.0;33.0;102.0;12.0;1;4;6;9;1;0;0;0;0;0;0;0;60;8;1101.0;0;1;0;19
Graduate;44377.0;70;224.0;0.0;30.0;0.0;0.0;10.0;8;5;1;5;8;0;0;0;0;0;0;0;46;31;264.0;2;1;0;11
Graduate;46014.0;21;410.0;0.0;59.0;19.0;9.0;44.0;10;7;1;8;7;0;0;0;0;0;0;0;40;22;541.0;2;1;0;16
Undergraduate;70951.0;66;239.0;10.0;554.0;254.0;87.0;54.0;1;3;4;9;1;0;0;0;0;0;0;0;29;20;1198.0;0;1;0;16
Undergraduate;41443.0;79;171.0;7.0;171.0;25.0;19.0;89.0;6;8;1;5;8;0;0;0;0;0;0;0;37;11;482.0;1;1;0;14
Undergraduate;52195.0;2;12.0;0.0;4.0;0.0;0.0;1.0;1;1;0;2;8;0;0;0;0;0;0;0;36;0;17.0;3;0;0;3
Graduate;83790.0;81;1076.0;16.0;417.0;42.0;48.0;16.0;1;8;10;6;3;0;1;1;0;0;0;0;66;12;1615.0;0;1;2;24
Graduate;44551.0;24;182.0;4.0;33.0;0.0;0.0;66.0;2;4;1;5;7;0;0;0;0;0;0;0;60;15;285.0;1;0;0;10
Undergraduate;69508.0;48;824.0;32.0;162.0;42.0;32.0;43.0;2;11;4;11;6;0;0;0;0;0;0;0;34;25;1135.0;1;1;0;26
Undergraduate;45204.0;93;30.0;11.0;25.0;29.0;1.0;18.0;1;1;1;4;3;0;0;0;0;0;0;0;26;1;114.0;1;1;0;6
Undergraduate;72460.0;56;377.0;10.0;540.0;80.0;30.0;10.0;1;3;5;7;1;0;0;0;0;0;0;0;45;12;1047.0;0;1;0;15
Graduate;77622.0;3;520.0;7.0;154.0;19.0;0.0;14.0;2;6;3;11;3;0;0;0;0;0;0;0;44;7;714.0;2;1;0;20
Graduate;30732.0;44;155.0;1.0;25.0;0.0;1.0;3.0;4;4;1;4;8;0;0;0;0;0;0;0;34;19;185.0;1;1;0;9
Undergraduate;63887.0;38;897.0;23.0;207.0;15.0;11.0;92.0;5;9;6;12;6;0;0;0;0;0;0;0;52;28;1245.0;1;0;0;27
Undergraduate;42011.0;46;131.0;0.0;16.0;2.0;1.0;39.0;4;3;1;4;8;0;0;0;0;0;0;0;36;20;189.0;1;1;0;8
Undergraduate;51369.0;84;297.0;7.0;79.0;0.0;11.0;182.0;2;8;2;4;8;0;0;0;0;0;0;0;38;25;576.0;1;1;0;14
Undergraduate;51537.0;27;787.0;20.0;204.0;0.0;0.0;92.0;3;2;2;11;8;0;0;0;0;0;0;0;62;27;1103.0;1;0;0;15
Graduate;79930.0;72;792.0;86.0;740.0;67.0;51.0;17.0;1;3;5;8;2;0;0;0;0;0;0;0;42;28;1753.0;0;1;0;16
Graduate;34320.0;66;4.0;1.0;9.0;3.0;0.0;0.0;1;1;0;2;8;0;0;0;0;0;0;0;28;9;17.0;1;1;0;3
Undergraduate;37070.0;30;231.0;7.0;137.0;4.0;15.0;39.0;9;5;1;8;7;0;0;0;0;0;0;1;48;20;433.0;2;0;0;14
Undergraduate;81975.0;2;983.0;76.0;184.0;180.0;138.0;27.0;1;6;3;4;7;0;0;1;0;0;0;0;52;19;1588.0;1;0;1;13
Undergraduate;38590.0;65;3.0;1.0;8.0;4.0;3.0;3.0;1;1;0;2;8;0;0;0;0;0;0;0;43;19;22.0;1;1;0;3
Undergraduate;15033.0;37;0.0;4.0;5.0;6.0;0.0;4.0;1;1;0;3;3;0;0;0;0;0;0;0;63;7;19.0;0;0;0;4
Graduate;62745.0;89;562.0;21.0;464.0;28.0;10.0;32.0;3;7;8;11;5;0;0;0;0;0;0;0;49;20;1117.0;1;1;0;26
Undergraduate;22212.0;49;5.0;9.0;20.0;6.0;8.0;21.0;2;2;0;4;6;0;0;0;0;0;0;0;39;15;69.0;1;1;0;6
Graduate;23661.0;46;18.0;0.0;4.0;0.0;0.0;1.0;1;1;0;3;7;0;0;0;0;0;0;0;32;20;23.0;1;1;0;4
Graduate;79761.0;32;415.0;5.0;124.0;15.0;35.0;11.0;1;5;2;11;3;0;0;0;0;0;0;0;56;20;605.0;1;0;0;18
Undergraduate;7500.0;54;5.0;3.0;10.0;12.0;7.0;20.0;4;3;1;3;7;0;0;0;0;0;0;0;41;11;57.0;1;0;0;7
Undergraduate;60182.0;23;8.0;0.0;5.0;7.0;0.0;2.0;1;1;0;2;4;0;0;0;0;0;0;0;121;6;22.0;1;0;0;3
Undergraduate;73455.0;98;901.0;61.0;757.0;186.0;163.0;20.0;1;6;5;10;3;0;1;0;0;0;0;0;46;13;2088.0;0;0;1;21
Undergraduate;64961.0;97;382.0;114.0;276.0;75.0;124.0;38.0;2;6;4;4;3;0;0;0;0;0;0;0;56;23;1009.0;1;1;0;14
Undergraduate;22804.0;75;14.0;1.0;7.0;2.0;1.0;1.0;1;2;0;2;9;0;0;0;0;0;0;0;43;16;26.0;1;0;0;4
Undergraduate;73687.0;8;559.0;153.0;503.0;218.0;13.0;181.0;1;3;9;9;2;0;0;0;1;0;0;1;24;12;1627.0;0;1;1;21
Undergraduate;61074.0;37;789.0;0.0;133.0;0.0;28.0;152.0;7;11;5;8;7;0;0;0;0;0;0;0;56;28;1102.0;1;1;0;24
Graduate;31686.0;31;11.0;0.0;5.0;0.0;0.0;1.0;2;1;0;3;6;0;0;0;0;0;0;0;50;7;17.0;2;1;0;4
Undergraduate;80134.0;40;1218.0;16.0;272.0;104.0;0.0;80.0;2;5;3;6;6;0;1;1;1;0;0;1;42;18;1690.0;1;1;3;14
Undergraduate;75027.0;74;925.0;64.0;179.0;133.0;12.0;77.0;2;9;4;6;5;0;0;0;0;0;0;0;61;15;1390.0;1;1;0;19
Graduate;67546.0;90;864.0;134.0;768.0;150.0;38.0;172.0;1;4;10;5;3;0;0;0;0;0;0;0;26;27;2126.0;0;1;0;19
Graduate;65176.0;57;960.0;28.0;183.0;220.0;70.0;70.0;4;9;6;6;6;0;0;0;0;0;0;0;45;25;1531.0;1;1;0;21
Graduate;31160.0;59;16.0;3.0;25.0;6.0;1.0;13.0;2;2;0;3;8;0;0;0;0;0;0;0;39;14;64.0;1;0;0;5
Undergraduate;29938.0;52;3.0;3.0;7.0;0.0;2.0;11.0;2;1;0;3;6;0;0;0;0;0;0;0;29;13;26.0;1;0;0;4
Undergraduate;102692.0;5;168.0;148.0;444.0;32.0;172.0;148.0;1;6;9;13;2;0;1;1;1;1;0;1;40;19;1112.0;0;0;4;28
Undergraduate;26490.0;92;45.0;47.0;52.0;21.0;20.0;25.0;2;3;1;5;6;0;0;0;0;0;0;0;56;26;210.0;0;1;0;9
Undergraduate;75702.0;77;650.0;28.0;353.0;45.0;42.0;30.0;5;4;6;11;8;0;0;0;0;0;0;0;47;27;1148.0;2;1;0;21
Graduate;30899.0;35;24.0;0.0;8.0;0.0;0.0;1.0;2;1;0;3;6;0;0;0;0;0;0;0;40;26;33.0;1;0;0;4
Graduate;63342.0;48;918.0;21.0;118.0;13.0;10.0;21.0;3;8;3;5;6;0;1;0;0;0;0;0;53;26;1101.0;1;1;1;16
Undergraduate;45989.0;97;138.0;33.0;87.0;28.0;24.0;12.0;4;3;2;7;3;0;0;0;0;0;0;0;50;25;322.0;1;0;0;12
Undergraduate;18701.0;95;12.0;4.0;2.0;10.0;6.0;10.0;4;2;0;4;5;0;0;0;0;0;0;0;50;20;44.0;2;0;0;6
Graduate;40737.0;24;11.0;0.0;4.0;0.0;0.0;2.0;1;1;0;2;8;0;0;0;0;0;0;0;57;16;17.0;3;0;0;3
Undergraduate;15287.0;60;1.0;2.0;8.0;4.0;3.0;13.0;2;1;1;2;7;1;0;0;0;0;0;1;35;26;31.0;1;0;1;4
Graduate;69674.0;46;554.0;41.0;215.0;11.0;0.0;24.0;3;10;2;10;5;0;0;0;0;0;0;0;46;18;845.0;2;0;0;22
Graduate;44159.0;85;167.0;2.0;62.0;24.0;13.0;7.0;4;4;1;6;5;0;0;0;0;0;0;0;44;5;275.0;1;1;0;11
Graduate;37717.0;31;9.0;0.0;6.0;4.0;1.0;5.0;1;1;0;2;9;0;0;0;0;0;0;0;36;24;25.0;1;1;0;3
Graduate;43776.0;9;177.0;2.0;71.0;3.0;2.0;20.0;6;5;2;4;8;0;0;0;0;0;0;1;62;21;275.0;2;1;0;11
Graduate;38179.0;30;38.0;4.0;22.0;4.0;2.0;20.0;4;3;1;3;7;0;0;0;0;0;0;0;48;21;90.0;2;1;0;7
Undergraduate;80124.0;47;483.0;84.0;398.0;205.0;84.0;241.0;1;3;7;8;1;1;0;0;0;0;0;0;51;5;1495.0;0;1;1;18
Graduate;38097.0;70;77.0;2.0;35.0;0.0;1.0;69.0;4;3;2;2;7;1;0;0;0;0;0;1;44;26;184.0;2;1;1;7
Undergraduate;72940.0;13;182.0;74.0;298.0;162.0;149.0;116.0;1;3;3;6;1;0;0;0;0;0;0;0;44;17;981.0;0;1;0;12
Undergraduate;22070.0;11;10.0;7.0;19.0;8.0;2.0;21.0;2;2;2;2;6;0;0;0;0;0;0;0;44;20;67.0;1;1;0;6
Undergraduate;69267.0;31;778.0;44.0;499.0;95.0;73.0;146.0;2;3;4;5;7;0;0;0;0;0;0;1;61;26;1635.0;0;0;0;12
Graduate;31788.0;15;16.0;7.0;23.0;0.0;8.0;6.0;3;3;0;4;5;0;0;0;0;0;1;0;31;8;60.0;1;0;0;7
Graduate;61905.0;2;167.0;0.0;43.0;6.0;2.0;13.0;2;4;2;4;5;0;0;0;0;0;0;0;39;8;231.0;1;1;0;10
Undergraduate;29315.0;55;13.0;2.0;14.0;8.0;7.0;4.0;4;2;0;4;6;0;0;0;0;0;0;0;54;6;48.0;2;1;0;6
Undergraduate;33378.0;38;33.0;6.0;40.0;3.0;7.0;10.0;3;2;0;4;7;0;0;0;0;0;0;0;51;18;99.0;2;0;0;6
Graduate;66313.0;86;625.0;7.0;99.0;10.0;22.0;7.0;2;6;3;12;4;0;0;0;0;0;0;0;51;14;770.0;1;1;0;21
Undergraduate;60714.0;56;216.0;162.0;224.0;101.0;92.0;162.0;2;7;4;10;5;0;0;0;0;0;0;1;58;22;957.0;0;0;0;21
Graduate;77882.0;29;68.0;129.0;396.0;188.0;22.0;15.0;1;3;3;5;1;0;0;0;0;0;0;0;33;7;818.0;0;1;0;11
Graduate;69867.0;30;196.0;0.0;512.0;33.0;130.0;54.0;1;3;5;8;1;0;0;0;1;0;0;1;28;22;925.0;0;0;1;16
Graduate;63841.0;64;635.0;15.0;100.0;20.0;7.0;131.0;1;9;3;9;6;0;0;0;0;0;0;0;46;19;908.0;1;0;0;21
Basic;24480.0;46;4.0;19.0;9.0;28.0;25.0;17.0;3;3;0;4;7;0;0;0;0;0;0;0;33;13;102.0;1;1;0;7
Undergraduate;51369.0;84;297.0;7.0;79.0;0.0;11.0;182.0;2;8;2;4;8;0;0;0;0;0;0;0;38;25;576.0;1;1;0;14
Undergraduate;37760.0;20;84.0;5.0;38.0;150.0;12.0;28.0;2;4;1;6;7;0;0;0;0;0;0;0;68;27;317.0;0;1;0;11
Graduate;65640.0;74;204.0;7.0;149.0;20.0;15.0;66.0;1;5;1;8;2;0;0;0;0;0;0;0;40;11;461.0;1;1;0;14
Graduate;44319.0;18;26.0;0.0;8.0;0.0;0.0;3.0;2;2;0;3;5;0;0;0;0;0;0;0;39;7;37.0;2;1;0;5
Undergraduate;30631.0;75;15.0;6.0;20.0;4.0;5.0;20.0;1;3;1;2;7;0;0;0;0;0;0;0;40;12;70.0;1;1;0;6
Undergraduate;75278.0;17;304.0;98.0;230.0;150.0;74.0;74.0;1;6;3;13;3;0;0;0;0;0;0;0;62;22;930.0;0;1;0;22
Graduate;50898.0;88;285.0;28.0;242.0;55.0;114.0;135.0;13;6;2;12;5;0;0;0;0;0;0;0;58;16;859.0;2;1;0;20
Undergraduate;79946.0;19;395.0;183.0;565.0;166.0;141.0;28.0;1;5;11;5;3;0;0;0;0;0;0;0;48;0;1478.0;0;0;0;21
Graduate;35416.0;62;248.0;3.0;81.0;4.0;3.0;51.0;3;7;1;5;8;0;0;0;0;0;0;0;65;18;390.0;0;0;0;13
Undergraduate;32414.0;11;20.0;6.0;5.0;0.0;9.0;12.0;1;1;0;3;7;1;0;0;0;0;0;0;30;20;52.0;0;1;1;4
Undergraduate;38361.0;74;39.0;0.0;56.0;20.0;8.0;14.0;3;3;1;3;7;0;0;0;0;0;0;0;45;11;137.0;1;1;0;7
Undergraduate;82497.0;32;777.0;129.0;573.0;216.0;21.0;203.0;1;2;7;9;4;0;0;1;0;0;0;0;34;25;1919.0;0;1;1;18
Undergraduate;16626.0;76;8.0;3.0;22.0;21.0;1.0;13.0;3;3;0;3;9;0;0;0;0;0;0;0;43;10;68.0;2;1;0;6
Undergraduate;29672.0;6;9.0;1.0;3.0;0.0;4.0;8.0;1;0;0;3;6;0;0;0;0;0;0;0;49;12;25.0;2;1;0;3
Graduate;55951.0;62;1241.0;0.0;80.0;0.0;13.0;40.0;3;3;6;11;8;0;1;0;0;1;0;0;62;27;1374.0;1;1;2;20
Undergraduate;35388.0;20;6.0;4.0;7.0;4.0;3.0;8.0;1;1;0;3;7;0;0;0;0;0;0;0;26;17;32.0;1;0;0;4
Graduate;42386.0;43;65.0;4.0;16.0;0.0;4.0;11.0;1;3;0;3;8;0;0;0;0;0;0;0;28;23;100.0;1;1;0;6
Undergraduate;68627.0;45;395.0;15.0;263.0;60.0;54.0;38.0;1;2;3;6;1;0;0;0;0;0;0;0;32;12;825.0;0;0;0;11
Graduate;57912.0;34;801.0;0.0;80.0;0.0;0.0;35.0;5;8;3;12;5;0;1;0;0;0;0;0;49;8;916.0;1;0;1;23
Undergraduate;35246.0;53;36.0;0.0;12.0;2.0;2.0;10.0;4;3;1;3;5;0;0;0;0;0;0;0;56;7;62.0;2;0;0;7
Undergraduate;58821.0;44;513.0;14.0;154.0;19.0;0.0;28.0;1;9;2;9;6;0;0;0;0;0;0;0;58;12;728.0;1;1;0;20
Graduate;46377.0;89;37.0;0.0;46.0;4.0;3.0;0.0;1;2;1;3;4;0;0;0;0;0;0;0;36;11;90.0;1;1;0;6
Undergraduate;39747.0;43;80.0;15.0;93.0;20.0;13.0;52.0;3;5;1;4;8;0;0;0;0;0;0;0;26;7;273.0;1;0;0;10
Undergraduate;23976.0;68;14.0;1.0;21.0;2.0;3.0;25.0;3;3;1;3;7;0;0;0;0;0;0;0;30;11;66.0;1;1;0;7
Graduate;80950.0;44;525.0;147.0;112.0;219.0;147.0;63.0;1;6;7;9;2;0;0;0;1;0;0;0;53;20;1213.0;0;1;1;22
Undergraduate;27038.0;64;1.0;26.0;25.0;17.0;23.0;15.0;1;3;0;3;9;0;0;0;0;0;0;1;48;26;107.0;0;0;0;6
Undergraduate;77457.0;85;675.0;11.0;400.0;15.0;45.0;11.0;1;2;5;10;1;0;0;1;0;0;0;0;67;7;1157.0;0;0;1;17
Graduate;64100.0;93;509.0;0.0;27.0;0.0;0.0;10.0;1;8;3;6;7;0;1;0;0;0;0;0;50;14;546.0;1;1;1;17
Graduate;42670.0;12;154.0;2.0;46.0;20.0;4.0;15.0;1;4;2;4;4;0;0;0;0;0;0;0;22;19;241.0;0;1;0;10
Undergraduate;12571.0;86;3.0;5.0;14.0;2.0;12.0;17.0;4;3;1;3;6;0;0;0;0;0;0;0;38;10;53.0;1;0;0;7
Undergraduate;22574.0;28;25.0;0.0;8.0;2.0;0.0;2.0;2;2;0;3;7;0;0;0;0;0;0;0;47;13;37.0;3;1;0;5
Graduate;70893.0;42;768.0;44.0;561.0;77.0;44.0;14.0;1;6;6;10;3;0;0;0;0;0;0;0;38;18;1508.0;0;0;0;22
Undergraduate;54198.0;13;185.0;0.0;28.0;3.0;2.0;17.0;6;3;1;6;4;0;0;0;0;0;0;0;48;11;235.0;2;1;0;10
Graduate;28839.0;86;24.0;0.0;7.0;0.0;0.0;1.0;2;2;0;3;5;0;0;0;0;0;0;0;58;1;32.0;2;1;0;5
Undergraduate;40321.0;59;44.0;4.0;21.0;6.0;0.0;27.0;2;3;0;3;7;0;0;0;0;0;0;0;42;16;102.0;2;1;0;6
Undergraduate;66503.0;30;91.0;64.0;128.0;65.0;3.0;50.0;2;4;3;6;3;0;0;0;0;0;0;0;29;28;401.0;1;0;0;13
Undergraduate;30833.0;33;11.0;0.0;7.0;3.0;1.0;6.0;2;1;0;3;5;0;0;0;0;0;0;0;63;16;28.0;2;1;0;4
Undergraduate;64795.0;23;412.0;5.0;119.0;38.0;29.0;77.0;3;3;3;12;2;0;0;0;0;0;0;0;43;22;680.0;1;1;0;18
Undergraduate;34421.0;81;3.0;3.0;7.0;6.0;2.0;9.0;1;1;0;2;7;0;0;0;0;0;0;0;40;23;30.0;1;1;0;3
Graduate;47025.0;6;16.0;0.0;3.0;0.0;0.0;1.0;1;1;0;2;7;0;0;0;0;0;0;0;49;3;20.0;2;0;0;3
Graduate;64325.0;41;731.0;60.0;353.0;78.0;12.0;73.0;5;10;3;5;7;0;0;0;0;0;0;0;53;17;1307.0;1;0;0;18
Undergraduate;40464.0;78;424.0;17.0;118.0;7.0;23.0;41.0;6;8;2;8;8;0;0;0;0;0;0;0;61;13;630.0;1;0;0;18
Undergraduate;62187.0;49;792.0;0.0;275.0;45.0;45.0;126.0;1;4;8;5;3;0;0;0;0;0;0;0;57;19;1283.0;0;1;0;17
Graduate;14849.0;39;21.0;2.0;28.0;3.0;2.0;9.0;3;2;0;4;8;0;0;0;0;0;0;0;38;22;65.0;1;0;0;6
Undergraduate;27255.0;3;22.0;1.0;11.0;0.0;1.0;2.0;1;1;0;3;7;0;0;0;0;0;0;0;30;17;37.0;1;1;0;4
Graduate;54432.0;37;33.0;0.0;5.0;0.0;0.0;0.0;1;1;0;3;4;0;0;0;0;0;0;0;64;15;38.0;3;1;0;4
Graduate;29999.0;22;68.0;7.0;59.0;10.0;5.0;11.0;4;3;1;4;8;0;0;0;0;0;0;0;28;22;160.0;1;0;0;8
Undergraduate;24072.0;79;9.0;1.0;6.0;3.0;0.0;4.0;1;1;0;2;8;0;0;0;0;0;0;0;31;19;23.0;1;0;0;3
Graduate;33996.0;46;40.0;2.0;15.0;8.0;0.0;6.0;1;1;1;3;4;0;0;0;0;0;0;0;25;13;71.0;0;0;0;5
Graduate;66334.0;82;909.0;11.0;218.0;0.0;0.0;23.0;2;9;3;5;5;0;0;0;0;0;0;1;58;21;1161.0;1;1;0;17
Graduate;35178.0;10;23.0;1.0;13.0;2.0;2.0;18.0;1;1;1;2;7;1;0;0;0;0;0;1;43;14;59.0;1;1;1;4
Undergraduate;22010.0;51;11.0;2.0;9.0;3.0;0.0;8.0;2;2;0;3;8;0;0;0;0;0;0;0;31;17;33.0;1;1;0;5
Undergraduate;62204.0;38;317.0;46.0;247.0;151.0;46.0;139.0;1;4;5;12;3;0;0;0;0;0;0;0;54;24;946.0;2;0;0;21
Undergraduate;75693.0;10;797.0;153.0;293.0;72.0;97.0;30.0;1;11;4;6;4;0;1;1;1;0;0;1;46;30;1442.0;0;0;3;21
Undergraduate;30675.0;14;10.0;2.0;16.0;11.0;2.0;21.0;1;1;0;3;8;0;0;0;0;0;0;0;42;24;62.0;1;1;0;4
Undergraduate;83003.0;18;856.0;61.0;570.0;40.0;25.0;122.0;1;7;6;8;3;0;0;1;0;0;0;1;49;21;1674.0;0;1;1;21
Graduate;83532.0;36;755.0;144.0;562.0;104.0;64.0;224.0;1;4;6;4;1;0;0;1;0;0;0;0;115;14;1853.0;0;1;1;14
Undergraduate;68655.0;95;456.0;19.0;832.0;75.0;118.0;38.0;1;4;5;11;3;0;0;0;0;0;0;0;26;26;1538.0;0;0;0;20
Undergraduate;41411.0;11;37.0;32.0;38.0;11.0;3.0;18.0;1;2;1;4;6;0;0;0;0;0;0;0;28;17;139.0;0;0;0;7
Graduate;55212.0;65;1103.0;0.0;45.0;0.0;0.0;34.0;3;4;2;11;8;0;1;0;0;1;0;0;45;24;1182.0;1;1;2;17
Graduate;59292.0;71;378.0;14.0;68.0;19.0;14.0;14.0;2;3;5;8;3;0;0;0;0;0;0;0;64;18;507.0;1;1;0;16
Basic;27190.0;13;1.0;6.0;7.0;0.0;1.0;3.0;1;1;0;2;8;1;0;0;0;0;0;1;41;15;18.0;1;1;1;3
Undergraduate;82623.0;58;204.0;34.0;204.0;172.0;153.0;173.0;1;2;9;4;1;0;0;0;0;0;0;0;62;14;940.0;0;0;0;15
Undergraduate;44300.0;65;30.0;0.0;9.0;0.0;0.0;3.0;2;1;0;3;6;0;0;0;0;0;0;0;49;17;42.0;2;1;0;4
Undergraduate;84835.0;0;189.0;104.0;379.0;111.0;189.0;218.0;1;4;4;6;1;0;0;0;0;0;0;1;44;5;1190.0;0;0;0;14
Undergraduate;30372.0;33;15.0;0.0;12.0;7.0;3.0;7.0;3;2;0;3;7;0;0;0;0;0;0;0;43;23;44.0;2;0;0;5
Graduate;33181.0;90;9.0;0.0;3.0;0.0;0.0;4.0;1;1;0;2;6;1;0;0;0;0;0;0;38;9;16.0;1;1;1;3
Undergraduate;71113.0;95;495.0;33.0;255.0;11.0;33.0;8.0;4;6;7;9;4;0;0;0;0;0;0;0;57;11;835.0;1;1;0;22
Undergraduate;71952.0;93;656.0;80.0;455.0;52.0;107.0;93.0;2;8;4;8;4;1;0;1;0;0;0;0;28;14;1443.0;1;1;2;20
Graduate;69759.0;38;452.0;20.0;514.0;13.0;30.0;0.0;3;4;6;5;3;0;0;0;0;0;0;1;48;13;1029.0;0;0;0;15
Undergraduate;72099.0;18;546.0;91.0;410.0;119.0;0.0;22.0;1;3;4;10;1;0;0;0;0;0;0;0;40;25;1188.0;0;1;0;17
Graduate;60000.0;57;1048.0;0.0;217.0;0.0;0.0;12.0;5;11;3;5;6;0;0;0;0;0;0;0;38;23;1277.0;1;0;0;19
Undergraduate;38643.0;45;22.0;2.0;14.0;0.0;1.0;10.0;2;2;0;3;7;0;0;0;0;0;1;0;36;12;49.0;2;0;0;5
Undergraduate;50737.0;61;78.0;0.0;11.0;0.0;0.0;10.0;1;2;0;4;6;0;1;0;0;0;0;0;59;13;99.0;1;1;1;6
Graduate;68462.0;6;561.0;64.0;785.0;84.0;128.0;48.0;1;3;3;8;1;0;0;0;0;0;0;0;45;24;1670.0;0;1;0;14
Graduate;65073.0;65;629.0;17.0;177.0;69.0;0.0;8.0;1;5;3;5;2;0;0;0;0;0;1;0;71;15;900.0;0;1;0;13
Graduate;46681.0;52;269.0;15.0;69.0;15.0;19.0;38.0;2;4;6;4;5;0;0;0;0;0;0;0;66;16;425.0;2;1;0;14
Undergraduate;78618.0;87;736.0;163.0;818.0;212.0;163.0;61.0;1;4;7;10;2;0;1;0;0;0;0;0;57;26;2153.0;0;1;1;21
Graduate;62187.0;38;512.0;0.0;83.0;0.0;0.0;41.0;3;6;2;10;4;0;0;0;0;0;0;0;45;8;636.0;1;0;0;18
Undergraduate;28442.0;53;19.0;3.0;10.0;11.0;8.0;6.0;3;2;1;4;4;0;0;0;0;0;0;0;36;9;57.0;2;1;0;7
Graduate;37717.0;31;9.0;0.0;6.0;4.0;1.0;5.0;1;1;0;2;9;0;0;0;0;0;0;0;36;24;25.0;1;1;0;3
Undergraduate;51479.0;67;247.0;8.0;160.0;6.0;8.0;65.0;7;6;3;6;7;0;0;0;0;0;0;0;47;23;494.0;2;1;0;15
Undergraduate;54803.0;65;404.0;0.0;92.0;28.0;27.0;142.0;2;6;2;9;4;0;0;0;0;0;0;0;45;27;693.0;1;0;0;17
